Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit_Margin,Discount_Level,Profit_Status,Shipping_Days,Order_Month,Order_Year,Order_Quarter
7282,CA-2017-159282,10/16/2017,10/21/2017,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Yuma,Arizona,85364,West,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,600,5,70.00%,-480,-80.00%,High Discount,Loss,5,Oct,2017,Q4
7283,CA-2017-155936,6/22/2017,6/29/2017,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3,3,80.00%,-5,-166.67%,High Discount,Loss,7,Jun,2017,Q2
7284,CA-2017-169439,9/9/2017,9/13/2017,Standard Class,LC-17140,Logan Currie,Consumer,United States,Cleveland,Ohio,44105,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",26,5,20.00%,4,15.38%,Normal Discount,Profit,4,Sep,2017,Q3
7285,CA-2017-169439,9/9/2017,9/13/2017,Standard Class,LC-17140,Logan Currie,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66,2,20.00%,-9,-13.64%,Normal Discount,Loss,4,Sep,2017,Q3
7286,CA-2017-151183,10/14/2017,10/19/2017,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",46,4,0.00%,15,32.61%,Normal Discount,Profit,5,Oct,2017,Q4
7287,CA-2016-149965,6/20/2016,6/25/2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,7,1,0.00%,1,14.29%,Normal Discount,Profit,5,Jun,2016,Q2
7288,CA-2016-149965,6/20/2016,6/25/2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",58,3,0.00%,24,41.38%,Normal Discount,Profit,5,Jun,2016,Q2
7289,CA-2014-158281,9/2/2014,9/7/2014,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Houston,Texas,77095,Central,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,560,3,40.00%,-121,-21.61%,Normal Discount,Loss,5,Sep,2014,Q3
7290,CA-2016-153661,1/30/2016,1/31/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305,9,0.00%,76,24.92%,Normal Discount,Profit,1,Jan,2016,Q1
7291,CA-2016-153661,1/30/2016,1/31/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,51,2,20.00%,18,35.29%,Normal Discount,Profit,1,Jan,2016,Q1
7292,CA-2016-153661,1/30/2016,1/31/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,26,9,0.00%,12,46.15%,Normal Discount,Profit,1,Jan,2016,Q1
7293,CA-2017-109183,12/4/2017,12/9/2017,Standard Class,LR-16915,Lena Radford,Consumer,United States,Nashville,Tennessee,37211,South,TEC-MA-10001856,Technology,Machines,Okidata C610n Printer,649,2,50.00%,-273,-42.06%,High Discount,Loss,5,Dec,2017,Q4
7294,CA-2016-113656,1/23/2016,1/29/2016,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",60,7,0.00%,22,36.67%,Normal Discount,Profit,6,Jan,2016,Q1
7295,CA-2015-148964,5/26/2015,5/31/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Bellevue,Washington,98006,West,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",20,1,0.00%,8,40.00%,Normal Discount,Profit,5,May,2015,Q2
7296,CA-2014-111899,5/4/2014,5/5/2014,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,77036,Central,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,38,2,20.00%,3,7.89%,Normal Discount,Profit,1,May,2014,Q2
7297,CA-2014-111899,5/4/2014,5/5/2014,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,77036,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,5,6,20.00%,2,40.00%,Normal Discount,Profit,1,May,2014,Q2
7298,CA-2015-101126,2/10/2015,2/14/2015,Second Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,77,5,20.00%,8,10.39%,Normal Discount,Profit,4,Feb,2015,Q1
7299,CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,292,4,50.00%,-175,-59.93%,High Discount,Loss,3,Nov,2014,Q4
7300,CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,9,2,60.00%,-7,-77.78%,High Discount,Loss,3,Nov,2014,Q4
7301,CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,424,6,30.00%,-30,-7.08%,Normal Discount,Loss,3,Nov,2014,Q4
7302,CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,3,3,80.00%,-5,-166.67%,High Discount,Loss,3,Nov,2014,Q4
7303,CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,382,5,20.00%,-67,-17.54%,Normal Discount,Loss,3,Nov,2014,Q4
7304,US-2017-117450,9/4/2017,9/8/2017,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Boynton Beach,Florida,33437,South,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97,2,20.00%,6,6.19%,Normal Discount,Profit,4,Sep,2017,Q3
7305,US-2017-117450,9/4/2017,9/8/2017,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Boynton Beach,Florida,33437,South,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,10,2,20.00%,4,40.00%,Normal Discount,Profit,4,Sep,2017,Q3
7306,CA-2014-137274,3/29/2014,4/2/2014,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Plano,Texas,75023,Central,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,891,3,30.00%,-153,-17.17%,Normal Discount,Loss,4,Mar,2014,Q1
7307,CA-2016-144092,11/5/2016,11/7/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,72,4,0.00%,13,18.06%,Normal Discount,Profit,2,Nov,2016,Q4
7308,CA-2016-144092,11/5/2016,11/7/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,114,2,20.00%,10,8.77%,Normal Discount,Profit,2,Nov,2016,Q4
7309,CA-2016-144092,11/5/2016,11/7/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158,3,0.00%,77,48.73%,Normal Discount,Profit,2,Nov,2016,Q4
7310,CA-2017-112172,6/10/2017,6/14/2017,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10024,East,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,14,3,0.00%,1,7.14%,Normal Discount,Profit,4,Jun,2017,Q2
7311,CA-2015-121699,8/10/2015,8/14/2015,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,65,5,0.00%,29,44.62%,Normal Discount,Profit,4,Aug,2015,Q3
7312,CA-2015-162761,10/9/2015,10/13/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2,2,70.00%,-1,-50.00%,High Discount,Loss,4,Oct,2015,Q4
7313,CA-2015-162761,10/9/2015,10/13/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,11,2,70.00%,-9,-81.82%,High Discount,Loss,4,Oct,2015,Q4
7314,CA-2015-162761,10/9/2015,10/13/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,37,8,20.00%,7,18.92%,Normal Discount,Profit,4,Oct,2015,Q4
7315,CA-2016-121377,5/28/2016,6/2/2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Park Ridge,Illinois,60068,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,286,1,20.00%,25,8.74%,Normal Discount,Profit,5,May,2016,Q2
7316,CA-2017-115322,5/11/2017,5/16/2017,Second Class,ZC-21910,Zuschuss Carroll,Consumer,United States,New York City,New York,10024,East,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,44,3,0.00%,13,29.55%,Normal Discount,Profit,5,May,2017,Q2
7317,CA-2016-132066,10/16/2016,10/20/2016,Standard Class,NB-18655,Nona Balk,Corporate,United States,New York City,New York,10011,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,142,1,40.00%,-38,-26.76%,Normal Discount,Loss,4,Oct,2016,Q4
7318,CA-2017-158120,11/17/2017,11/21/2017,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Hillsboro,Oregon,97123,West,OFF-PA-10003205,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",20,3,20.00%,7,35.00%,Normal Discount,Profit,4,Nov,2017,Q4
7319,CA-2017-158120,11/17/2017,11/21/2017,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Hillsboro,Oregon,97123,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4,7,70.00%,-3,-75.00%,High Discount,Loss,4,Nov,2017,Q4
7320,CA-2017-100097,11/26/2017,11/29/2017,Second Class,MN-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,980,5,0.00%,265,27.04%,Normal Discount,Profit,3,Nov,2017,Q4
7321,CA-2017-100097,11/26/2017,11/29/2017,Second Class,MN-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135,5,0.00%,38,28.15%,Normal Discount,Profit,3,Nov,2017,Q4
7322,CA-2017-167626,9/3/2017,9/7/2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",9,3,20.00%,3,33.33%,Normal Discount,Profit,4,Sep,2017,Q3
7323,CA-2017-167626,9/3/2017,9/7/2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Chicago,Illinois,60623,Central,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,101,2,20.00%,21,20.79%,Normal Discount,Profit,4,Sep,2017,Q3
7324,US-2017-126053,12/5/2017,12/8/2017,First Class,CS-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,42,2,0.00%,11,26.19%,Normal Discount,Profit,3,Dec,2017,Q4
7325,US-2017-126053,12/5/2017,12/8/2017,First Class,CS-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,9,3,0.00%,5,55.56%,Normal Discount,Profit,3,Dec,2017,Q4
7326,US-2017-128447,11/10/2017,11/17/2017,Standard Class,MC-17845,Michael Chen,Consumer,United States,Pasco,Washington,99301,West,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",401,5,0.00%,112,27.93%,Normal Discount,Profit,7,Nov,2017,Q4
7327,US-2017-128447,11/10/2017,11/17/2017,Standard Class,MC-17845,Michael Chen,Consumer,United States,Pasco,Washington,99301,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,29,1,20.00%,10,34.48%,Normal Discount,Profit,7,Nov,2017,Q4
7328,US-2014-131275,3/18/2014,3/24/2014,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,111,2,0.00%,14,12.61%,Normal Discount,Profit,6,Mar,2014,Q1
7329,US-2014-131275,3/18/2014,3/24/2014,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,1280,4,20.00%,416,32.50%,Normal Discount,Profit,6,Mar,2014,Q1
7330,US-2014-131275,3/18/2014,3/24/2014,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1856,7,0.00%,334,18.00%,Normal Discount,Profit,6,Mar,2014,Q1
7331,CA-2016-149349,11/12/2016,11/13/2016,First Class,SP-20650,Stephanie Phelps,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",23,6,60.00%,-9,-39.13%,High Discount,Loss,1,Nov,2016,Q4
7332,CA-2017-115119,10/26/2017,10/30/2017,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,62,1,40.00%,-13,-20.97%,Normal Discount,Loss,4,Oct,2017,Q4
7333,CA-2017-115119,10/26/2017,10/30/2017,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",81,7,70.00%,-65,-80.25%,High Discount,Loss,4,Oct,2017,Q4
7334,CA-2015-125563,4/11/2015,4/17/2015,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,67,2,20.00%,10,14.93%,Normal Discount,Profit,6,Apr,2015,Q2
7335,CA-2015-125563,4/11/2015,4/17/2015,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",55,3,20.00%,14,25.45%,Normal Discount,Profit,6,Apr,2015,Q2
7336,CA-2015-113152,12/25/2015,12/30/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,844,2,0.00%,371,43.96%,Normal Discount,Profit,5,Dec,2015,Q4
7337,CA-2015-113152,12/25/2015,12/30/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",450,2,20.00%,56,12.44%,Normal Discount,Profit,5,Dec,2015,Q4
7338,CA-2017-165155,9/21/2017,9/23/2017,First Class,BM-11575,Brendan Murry,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",16,1,0.00%,4,25.00%,Normal Discount,Profit,2,Sep,2017,Q3
7339,CA-2014-163412,12/20/2014,12/23/2014,Second Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10035,East,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,192,3,10.00%,36,18.75%,Normal Discount,Profit,3,Dec,2014,Q4
7340,CA-2015-159590,7/18/2015,7/21/2015,First Class,KC-16255,Karen Carlisle,Corporate,United States,New York City,New York,10009,East,OFF-AR-10003190,Office Supplies,Art,Newell 32,6,2,0.00%,2,33.33%,Normal Discount,Profit,3,Jul,2015,Q3
7341,CA-2014-116190,7/26/2014,8/1/2014,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",68,2,0.00%,18,26.47%,Normal Discount,Profit,6,Jul,2014,Q3
7342,CA-2014-116190,7/26/2014,8/1/2014,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,OFF-LA-10002762,Office Supplies,Labels,Avery 485,163,13,0.00%,77,47.24%,Normal Discount,Profit,6,Jul,2014,Q3
7343,CA-2014-116190,7/26/2014,8/1/2014,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",26,3,0.00%,9,34.62%,Normal Discount,Profit,6,Jul,2014,Q3
7344,CA-2014-168473,12/26/2014,1/1/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,192,6,0.00%,19,9.90%,Normal Discount,Profit,6,Dec,2014,Q4
7345,CA-2017-168389,12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,722,6,45.00%,-420,-58.17%,Normal Discount,Loss,6,Dec,2017,Q4
7346,CA-2017-168389,12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,74,4,20.00%,-17,-22.97%,Normal Discount,Loss,6,Dec,2017,Q4
7347,CA-2017-168389,12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,14,1,20.00%,1,7.14%,Normal Discount,Profit,6,Dec,2017,Q4
7348,CA-2017-168389,12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",65,1,20.00%,-12,-18.46%,Normal Discount,Loss,6,Dec,2017,Q4
7349,CA-2014-130421,3/3/2014,3/7/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,177,3,80.00%,-460,-259.89%,High Discount,Loss,4,Mar,2014,Q1
7350,CA-2017-142125,10/21/2017,10/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,39,6,0.00%,19,48.72%,Normal Discount,Profit,6,Oct,2017,Q4
7351,CA-2017-142125,10/21/2017,10/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,22,5,0.00%,11,50.00%,Normal Discount,Profit,6,Oct,2017,Q4
7352,CA-2017-141138,11/10/2017,11/16/2017,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Modesto,California,95351,West,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,112,7,0.00%,44,39.29%,Normal Discount,Profit,6,Nov,2017,Q4
7353,CA-2017-152135,3/16/2017,3/18/2017,Second Class,MG-17650,Matthew Grinstein,Home Office,United States,Lakewood,Ohio,44107,East,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,445,8,40.00%,-82,-18.43%,Normal Discount,Loss,2,Mar,2017,Q1
7354,CA-2016-151974,9/22/2016,9/29/2016,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10004484,Office Supplies,Labels,Avery 476,17,5,20.00%,5,29.41%,Normal Discount,Profit,7,Sep,2016,Q3
7355,CA-2017-154102,2/6/2017,2/13/2017,Standard Class,SN-20560,Skye Norling,Home Office,United States,San Francisco,California,94109,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,30,5,0.00%,13,43.33%,Normal Discount,Profit,7,Feb,2017,Q1
7356,CA-2015-139780,12/31/2015,1/2/2016,Second Class,AH-10690,Anna Häberlin,Corporate,United States,Detroit,Michigan,48205,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,116,8,0.00%,52,44.83%,Normal Discount,Profit,2,Dec,2015,Q4
7357,CA-2016-114748,10/9/2016,10/14/2016,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,1,1,20.00%,0,0.00%,Normal Discount,Profit,5,Oct,2016,Q4
7358,CA-2016-114748,10/9/2016,10/14/2016,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",170,2,20.00%,0,0.00%,Normal Discount,Profit,5,Oct,2016,Q4
7359,US-2014-115189,12/30/2014,1/3/2015,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,252,6,40.00%,-50,-19.84%,Normal Discount,Loss,4,Dec,2014,Q4
7360,US-2014-115189,12/30/2014,1/3/2015,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,524,3,40.00%,-192,-36.64%,Normal Discount,Loss,4,Dec,2014,Q4
7361,CA-2016-163594,4/12/2016,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,19,3,0.00%,9,47.37%,Normal Discount,Profit,2,Apr,2016,Q2
7362,CA-2016-163594,4/12/2016,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194,3,20.00%,-36,-18.56%,Normal Discount,Loss,2,Apr,2016,Q2
7363,CA-2016-163594,4/12/2016,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,37,3,20.00%,14,37.84%,Normal Discount,Profit,2,Apr,2016,Q2
7364,CA-2016-127243,11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340,3,40.00%,-74,-21.76%,Normal Discount,Loss,6,Nov,2016,Q4
7365,CA-2016-127243,11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,13,8,20.00%,3,23.08%,Normal Discount,Profit,6,Nov,2016,Q4
7366,CA-2016-127243,11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,7,2,70.00%,-5,-71.43%,High Discount,Loss,6,Nov,2016,Q4
7367,CA-2016-127243,11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,33,2,20.00%,-8,-24.24%,Normal Discount,Loss,6,Nov,2016,Q4
7368,CA-2016-127243,11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",348,7,30.00%,-25,-7.18%,Normal Discount,Loss,6,Nov,2016,Q4
7369,CA-2017-161851,4/15/2017,4/17/2017,First Class,BP-11095,Bart Pistole,Corporate,United States,Miami,Florida,33180,South,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,16,3,70.00%,-12,-75.00%,High Discount,Loss,2,Apr,2017,Q2
7370,CA-2015-110345,3/9/2015,3/11/2015,Second Class,TG-21310,Toby Gnade,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-LA-10001175,Office Supplies,Labels,Avery 514,5,2,20.00%,2,40.00%,Normal Discount,Profit,2,Mar,2015,Q1
7371,CA-2014-107769,10/28/2014,11/1/2014,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Garden City,Kansas,67846,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,258,2,0.00%,75,29.07%,Normal Discount,Profit,4,Oct,2014,Q4
7372,US-2017-123862,1/7/2017,1/9/2017,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,154,11,0.00%,45,29.22%,Normal Discount,Profit,2,Jan,2017,Q1
